,Movies,Year,Certificate,IMDB,Metascore,Votes,Gross,Runtime,Genre,Description
2255,Sherlock Holmes,2009,PG-13,7.6,57.0,1341716,209028679,128,"Action, Adventure, Mystery",Detective Sherlock Holmes and his stalwart partner Watson engage in a battle of wits and brawn with a nemesis whose plot is a threat to all of England.
2256,Star Trek,2009,PG-13,7.9,82.0,1341716,257730019,127,"Action, Adventure, Sci-Fi",The brash James T. Kirk tries to live up to his father's legacy with Mr. Spock keeping him in check as a vengeful Romulan from the future creates black holes to destroy the Federation one planet at a time.
2257,Zombieland,2009,R,7.6,73.0,1341716,75590286,88,"Adventure, Comedy, Fantasy","A shy student trying to reach his family in Ohio, a gun-toting tough guy trying to find the last Twinkie, and a pair of sisters trying to get to an amusement park join forces to travel across a zombie-filled America."
2258,Watchmen,2009,R,7.6,56.0,1341716,107509799,162,"Action, Drama, Mystery","In 1985 where former superheroes exist, the murder of a colleague sends active vigilante Rorschach into his own sprawling investigation, uncovering something that could completely change the course of history as we know it."
2259,Harry Potter and the Half-Blood Prince,2009,PG,7.6,78.0,1341716,301959197,153,"Action, Adventure, Family","As Harry Potter begins his sixth year at Hogwarts, he discovers an old book marked as ""the property of the Half-Blood Prince"" and begins to learn more about Lord Voldemort's dark past."
2260,500 Days of Summer,2009,PG-13,7.7,76.0,1341716,32391374,95,"Comedy, Drama, Romance","An offbeat romantic comedy about a woman who doesn't believe true love exists, and the young man who falls for her."
2261,X-Men Origins: Wolverine,2009,PG-13,6.6,40.0,1341716,179883157,107,"Action, Adventure, Sci-Fi","The early years of James Logan, featuring his rivalry with his brother Victor Creed, his service in the special forces team Weapon X, and his experimentation into the metal-lined mutant Wolverine."
2262,Transformers: Revenge of the Fallen,2009,PG-13,6.0,35.0,1341716,402111870,149,"Action, Adventure, Sci-Fi","Sam Witwicky leaves the Autobots behind for a normal life. But when his mind is filled with cryptic symbols, the Decepticons target him and he is dragged back into the Transformers' war."
2263,2012,2009,PG-13,5.8,49.0,1341716,166112167,158,"Action, Adventure, Sci-Fi",A frustrated writer struggles to keep his family alive when a series of global catastrophes threatens to annihilate mankind.
2264,3 Idiots,2009,PG-13,8.4,67.0,1341716,6532908,170,"Comedy, Drama","Two friends are searching for their long lost companion. They revisit their college days and recall the memories of their friend who inspired them to think differently, even as the rest of the world called them ""idiots""."
2265,Terminator Salvation,2009,PG-13,6.5,49.0,1341716,125322469,115,"Action, Sci-Fi","In 2018, a mysterious new weapon in the war against the machines, half-human and half-machine, comes to John Connor on the eve of a resistance attack on Skynet. But whose side is he on, and can he be trusted?"
2266,Moon,2009,R,7.9,67.0,1341716,5009677,97,"Drama, Mystery, Sci-Fi","Astronaut Sam Bell has a quintessentially personal encounter toward the end of his three-year stint on the Moon, where he, working alongside his computer, GERTY, sends back to Earth parcels of a resource that has helped diminish our planet's power problems."
2267,Up in the Air,2009,R,7.4,83.0,1341716,83823381,109,"Comedy, Drama, Romance","Ryan Bingham enjoys living out of a suitcase for his job, travelling around the country firing people, but finds that lifestyle threatened by the presence of a potential love interest, and a new hire presenting a new business model."
2268,The Proposal,2009,PG-13,6.7,48.0,1341716,163958031,108,"Comedy, Drama, Romance",A pushy boss forces her young assistant to marry her in order to keep her visa status in the U.S. and avoid deportation to Canada.
2269,The Blind Side,2009,PG-13,7.6,53.0,1341716,255959475,129,"Biography, Drama, Sport","The story of Michael Oher, a homeless and traumatized boy who became an All-American football player and first-round NFL draft pick with the help of a caring woman and her family."
2270,Public Enemies,2009,R,7.0,70.0,1341716,97104620,140,"Biography, Crime, Drama","The Feds try to take down notorious American gangsters John Dillinger, Baby Face Nelson and Pretty Boy Floyd during a booming crime wave in the 1930s."
2271,Angels & Demons,2009,PG-13,6.7,48.0,1341716,133375846,138,"Action, Mystery, Thriller",Harvard symbologist Robert Langdon works with a nuclear physicist to solve a murder and prevent a terrorist act against the Vatican during one of the significant events within the church.
2272,Law Abiding Citizen,2009,R,7.4,34.0,1341716,73343413,109,"Action, Crime, Drama",A frustrated man decides to take justice into his own hands after a plea bargain sets one of his family's killers free.
2273,The Twilight Saga: New Moon,2009,PG-13,4.7,44.0,1341716,296623634,130,"Adventure, Drama, Fantasy","Edward leaves Bella after an attack that nearly claimed her life, and, in her depression, she falls into yet another difficult relationship - this time with her close friend, Jacob Black."
2274,Fast & Furious,2009,PG-13,6.6,46.0,1341716,155064265,107,"Action, Thriller","Brian O'Conner, back working for the FBI in Los Angeles, teams up with Dominic Toretto to bring down a heroin importer by infiltrating his operation."
2275,Hachi: A Dog's Tale,2009,G,8.1,-1.1,1341716,-1,93,"Biography, Drama, Family",A college professor bonds with an abandoned dog he takes into his home.
2276,Ice Age: Dawn of the Dinosaurs,2009,PG,6.9,50.0,1341716,196573705,94,"Animation, Adventure, Comedy","When Sid's attempt to adopt three dinosaur eggs gets him abducted by their real mother to an underground lost world, his friends attempt to rescue him."
2277,The Road,2009,R,7.2,64.0,1341716,56692,111,"Adventure, Drama","In a dangerous post-apocalyptic world, an ailing father defends his son as they slowly travel to the sea."
2278,Knowing,2009,PG-13,6.2,41.0,1341716,79957634,121,"Action, Drama, Sci-Fi",M.I.T. professor John Koestler links a mysterious list of numbers from a time capsule to past and future disasters and sets out to prevent the ultimate catastrophe.
2279,Mr. Nobody,2009,R,7.8,63.0,1341716,3600,141,"Drama, Fantasy, Romance","A boy stands on a station platform as a train is about to leave. Should he go with his mother or stay with his father? Infinite possibilities arise from this decision. As long as he doesn't choose, anything is possible."
2280,The Girl with the Dragon Tattoo,2009,R,7.8,76.0,1341716,10095170,152,"Crime, Drama, Mystery",A journalist is aided by a young female hacker in his search for the killer of a woman who has been dead for forty years.
2281,Cloudy with a Chance of Meatballs,2009,PG,6.9,66.0,1341716,124870275,90,"Animation, Adventure, Comedy","A local scientist is often regarded as a failure until he invents a machine that can make food fall from the sky. But little does he know, that things are about to take a turn for the worst."
2282,The Ugly Truth,2009,R,6.4,28.0,1341716,88915214,96,"Comedy, Romance",An uptight television producer takes control of a morning show segment on modern relationships hosted by a misogynistic man.
2283,Fantastic Mr. Fox,2009,PG,7.9,83.0,1341716,21002919,87,"Animation, Adventure, Comedy",An urbane fox cannot resist returning to his farm raiding ways and then must help his community survive the farmers' retaliation.
2284,G.I. Joe: The Rise of Cobra,2009,PG-13,5.8,32.0,1341716,152267519,118,"Action, Adventure, Sci-Fi","An elite military unit comprised of special operatives known as G.I. Joe, operating out of The Pit, takes on an evil organization led by a notorious arms dealer."
2285,Coraline,2009,PG,7.7,80.0,1341716,75286229,100,"Animation, Drama, Family","An adventurous 11-year-old girl finds another world that is a strangely idealized version of her frustrating home, but it has sinister secrets."
2286,"I Love You, Man",2009,R,7.0,70.0,1341716,71440011,105,"Comedy, Romance","Friendless Peter Klaven goes on a series of man-dates to find a Best Man for his wedding. But, when his insta-bond with his new B.F.F. puts a strain on his relationship with his fiancée, can the trio learn to live happily ever after?"
2287,The Secret in Their Eyes,2009,R,8.2,80.0,1341716,6391436,129,"Drama, Mystery, Romance",A retired legal counselor writes a novel hoping to find closure for one of his past unresolved homicide cases and for his unreciprocated love with his superior - both of which still haunt him decades later.
2288,Orphan,2009,R,7.0,42.0,1341716,41596251,123,"Horror, Mystery, Thriller",A husband and wife who recently lost their baby adopt a 9-year-old girl who is not nearly as innocent as she appears.
2289,Drag Me to Hell,2009,PG-13,6.5,83.0,1341716,42100625,99,"Horror, Thriller","A loan officer who evicts an old woman from her home finds herself the recipient of a supernatural curse. Desperate, she turns to a seer to try and save her soul, while evil forces work to push her to a breaking point."
2290,The Taking of Pelham 123,2009,R,6.4,55.0,1341716,65452312,106,"Action, Crime, Thriller","Armed men hijack a New York City subway train, holding the passengers hostage in return for a ransom, and turning an ordinary day's work for dispatcher Walter Garber into a face-off with the mastermind behind the crime."
2291,17 Again,2009,PG-13,6.3,48.0,1341716,64167069,102,"Comedy, Drama, Fantasy",Mike O'Donnell is ungrateful for how his life turned out. He gets a chance to rewrite his life when he tried to save a janitor near a bridge and jumped after him into a time vortex.
2292,Night at the Museum: Battle of the Smithsonian,2009,PG,6.0,42.0,1341716,177243721,105,"Adventure, Comedy, Family","Security guard Larry Daley infiltrates the Smithsonian Institution in order to rescue Jedediah and Octavius, who have been shipped to the museum by mistake."
2293,Surrogates,2009,PG-13,6.3,45.0,1341716,38577772,89,"Action, Sci-Fi, Thriller","Set in a futuristic world where humans live in isolation and interact through surrogate robots, a cop is forced to leave his home for the first time in years in order to investigate the murders of others' surrogates."
2294,Mary and Max,2009,Not Rated,8.1,-1.1,1341716,-1,92,"Animation, Comedy, Drama","A tale of friendship between two unlikely pen pals: Mary, a lonely, eight-year-old girl living in the suburbs of Melbourne, and Max, a forty-four-year old, severely obese man living in New York."
2295,He's Just Not That Into You,2009,PG-13,6.4,47.0,1341716,93953653,129,"Comedy, Drama, Romance",This Baltimore-set movie of interconnecting story arcs deals with the challenges of reading or misreading human behavior.
2296,The Lovely Bones,2009,PG-13,6.7,42.0,1341716,43818839,135,"Drama, Fantasy, Thriller",Centers on a young girl who has been murdered and watches over her family - and her killer - from purgatory. She must weigh her desire for vengeance against her desire for her family to heal.
2297,Adventureland,2009,R,6.8,76.0,1341716,16025394,107,"Comedy, Drama, Romance","In the summer of 1987, a college graduate takes a 'nowhere' job at his local amusement park, only to find it's the perfect course to get him prepared for the real world."
2298,Underworld: Rise of the Lycans,2009,R,6.6,44.0,1341716,45802315,92,"Action, Fantasy, Sci-Fi","An origins story centered on the centuries-old feud between the race of aristocratic vampires and their onetime slaves, the Lycans."
2299,Invictus,2009,PG-13,7.3,74.0,1341716,37491364,134,"Biography, Drama, History","on Mandela, in his first term as President of South Africa, initiates a unique venture to unite the Apartheid-torn land: enlist the national rugby team on a mission to win the 1995 Rugby World Cup."
2300,Monsters vs. Aliens,2009,PG,6.4,56.0,1341716,198351526,94,"Animation, Action, Adventure",A woman transformed into a giant after she is struck by a meteorite on her wedding day becomes part of a team of monsters sent in by the U.S. government to defeat an alien mastermind trying to take over Earth.
2301,The Imaginarium of Doctor Parnassus,2009,PG-13,6.8,65.0,1341716,7689607,123,"Adventure, Comedy, Fantasy",A traveling theater company gives its audience much more than they were expecting.
2302,Brüno,2009,R,5.8,54.0,1341716,60054530,81,Comedy,Flamboyant and gay Austrian Brüno looks for new fame in America.
2303,Pandorum,2009,R,6.7,28.0,1341716,10330853,108,"Action, Horror, Mystery","Two crew members of a spaceship wake up from hypersleep to discover that all their colleagues are missing. Despite this, it appears that they are not alone."
2304,Crank: High Voltage,2009,R,6.2,41.0,1341716,13630226,96,"Action, Crime, Thriller",Chelios faces a Chinese mobster who has stolen his nearly indestructible heart and replaced it with a battery-powered ticker which requires regular jolts of electricity to keep working.
2305,The Time Traveler's Wife,2009,PG-13,7.1,47.0,1341716,63414846,107,"Drama, Fantasy, Romance","A Chicago librarian has a gene that causes him to involuntarily time travel, creating complications in his marriage."
2306,State of Play,2009,PG-13,7.1,64.0,1341716,37017955,127,"Crime, Drama, Mystery","When a congressional aide is killed, a Washington, D.C. journalist starts investigating the case involving the Representative, his old college friend."
2307,A Serious Man,2009,R,7.0,84.0,1341716,9190525,106,"Comedy, Drama","Larry Gopnik, a Midwestern physics teacher, watches his life unravel over multiple sudden incidents. Though seeking meaning and answers amidst his turmoils, he seems to keep sinking."
2308,9,2009,PG-13,7.1,60.0,1341716,31743332,79,"Animation, Action, Adventure",A rag doll that awakens in a postapocalyptic future holds the key to humanity's salvation.
2309,Gamer,2009,R,5.8,27.0,1341716,20488579,95,"Action, Sci-Fi, Thriller","In a future mind-controlling game, death row convicts are forced to battle in a 'Doom'-type environment. Convict Kable, controlled by Simon, a skilled teenage gamer, must survive thirty sessions in order to be set free."
2310,An Education,2009,PG-13,7.3,85.0,1341716,12574715,100,Drama,"A coming-of-age story about a teenage girl in 1960s suburban London, and how her life changes with the arrival of a playboy nearly twice her age."
2311,The Invention of Lying,2009,PG-13,6.4,58.0,1341716,18439082,100,"Comedy, Fantasy, Romance","A comedy set in a world where no one has ever lied, until a writer seizes the opportunity for personal gain."
2312,The Men Who Stare at Goats,2009,R,6.2,54.0,1341716,32416109,94,"Comedy, War","A reporter in Iraq might just have the story of a lifetime when he meets Lyn Cassady, a guy who claims to be a former member of the U.S. Army's New Earth Army, a unit that employs paranormal powers in their missions."
2313,The Princess and the Frog,2009,G,7.1,73.0,1341716,104400899,97,"Animation, Adventure, Comedy","A waitress, desperate to fulfill her dreams as a restaurant owner, is set on a journey to turn a frog prince back into a human being, but she has to face the same problem after she kisses him."
2314,Daybreakers,2009,R,6.4,57.0,1341716,30101577,98,"Action, Adventure, Fantasy","In the year 2019, a plague has transformed almost every human into vampires. Faced with a dwindling blood supply, the fractured dominant race plots their survival; meanwhile, a researcher works with a covert band of vamps on a way to save humankind."
2315,Antichrist,2009,Not Rated,6.6,49.0,1341716,397070,108,"Drama, Horror, Thriller","A grieving couple retreat to their cabin in the woods, hoping to repair their broken hearts and troubled marriage, but nature takes its course and things go from bad to worse."
2316,Jennifer's Body,2009,R,5.2,47.0,1341716,16204793,102,"Comedy, Horror",A newly possessed high school cheerleader turns into a succubus who specializes in killing her male classmates. Can her best friend put an end to the horror?
2317,Funny People,2009,R,6.3,60.0,1341716,51855045,146,"Comedy, Drama","When seasoned comedian George Simmons learns of his terminal, inoperable health condition, his desire to form a genuine friendship causes him to take a relatively green performer under his wing as his opening act."
2318,Brothers,2009,R,7.1,58.0,1341716,28501651,105,"Action, Drama, Thriller","While on tour in Afghanistan, Sam's copter is shot down and he is presumed dead. Back home, it is his screw-up brother who looks after the family. Sam does return, but with a lot of excess baggage."
2319,Julie & Julia,2009,PG-13,7.0,66.0,1341716,94125426,123,"Biography, Drama, Romance",Julia Child's story of her start in the cooking profession is intertwined with blogger Julie Powell's 2002 challenge to cook all the recipes in Child's first book.
2320,Pirate Radio,2009,R,7.4,58.0,1341716,7994115,117,"Comedy, Drama, Music","A band of rogue DJs that captivated Britain, playing the music that defined a generation and standing up to a government that wanted classical music, and nothing else, on the airwaves."
2321,A Single Man,2009,R,7.6,77.0,1341716,9166863,99,"Drama, Romance","An English professor, one year after the sudden death of his boyfriend, is unable to cope with his typical days in 1960s Los Angeles."
2322,Push,2009,PG-13,6.1,36.0,1341716,31806100,111,"Action, Sci-Fi, Thriller",Two young Americans with special abilities must race to find a girl in Hong Kong before a shadowy government organization called Division does.
2323,Exam,2009,Not Rated,6.8,-1.1,1341716,-1,101,"Mystery, Thriller","Eight candidates for a highly desirable corporate job are locked together in an exam room and given a final test with just one seemingly simple question. However, it doesn't take long for confusion to ensue and tensions to unravel."
2324,Precious,2009,R,7.3,78.0,1341716,47395661,110,Drama,"In New York City's Harlem circa 1987, an overweight, abused, illiterate teen who is pregnant with her second child is invited to enroll in an alternative school in hopes that her life can head in a new direction."
2325,A Christmas Carol,2009,PG,6.8,55.0,1341716,137855863,96,"Animation, Drama, Family","An animated retelling of Charles Dickens' classic novel about a Victorian-era miser taken on a journey of self-redemption, courtesy of several mysterious Christmas apparitions."
2326,Paul Blart: Mall Cop,2009,PG,5.2,39.0,1341716,20819129,91,"Action, Comedy, Crime","When a shopping mall is taken over by a gang of organized crooks, it's up to a mild-mannered security guard to save the day."
2327,Triangle,2009,R,6.9,-1.1,1341716,-1,99,"Fantasy, Mystery, Sci-Fi","A group of friends suffer a yachting accident and take refuge on a cruiser drifting on the open sea, but quickly realize they were better off on the upturned yacht."
2328,Saw VI,2009,R,6.0,30.0,1341716,27693292,90,"Horror, Mystery, Thriller","Agent Strahm is dead, and FBI agent Erickson draws nearer to Hoffman. Meanwhile, a pair of insurance executives find themselves in another game set by Jigsaw."
2329,Couples Retreat,2009,PG-13,5.5,23.0,1341716,109205660,113,Comedy,"A comedy centered around four couples who settle into a tropical-island resort for a vacation. While one of the couples is there to work on the marriage, the others fail to realize that participation in the resort's therapy sessions is not optional."
2330,Where the Wild Things Are,2009,PG,6.7,71.0,1341716,77233467,101,"Adventure, Drama, Family","Yearning for escape and adventure, a young boy runs away from home and sails to an island filled with creatures that take him in as their king."
2331,Bride Wars,2009,PG,5.5,24.0,1341716,58715510,89,"Comedy, Romance",Two best friends become rivals when they schedule their respective weddings on the same day.
2332,Friday the 13th,2009,R,5.5,34.0,1341716,65002019,97,"Horror, Mystery, Thriller",A group of young adults visit a boarded up campsite named Crystal Lake where they soon encounter the mysterious Jason Voorhees and his deadly intentions.
2333,The Final Destination,2009,R,5.2,30.0,1341716,66477700,82,"Action, Fantasy, Horror",A horrifying premonition saves a young man and his friends from death during a racetrack accident but terrible fates await them nonetheless.
2334,Splice,2009,R,5.7,66.0,1341716,16999046,104,"Drama, Horror, Sci-Fi",Genetic engineers Clive Nicoli and Elsa Kast hope to achieve fame by successfully splicing together the DNA of different animals to create new hybrid animals for medical use.
2335,A Prophet,2009,R,7.9,90.0,1341716,2084637,155,"Crime, Drama",A young Arab man is sent to a French prison.
2336,Year One,2009,PG-13,4.9,34.0,1341716,43337279,97,Comedy,"After being banished from their tribe, two hunter-gatherers encounter Biblical characters and eventually wind up in the city of Sodom."
2337,I Love You Phillip Morris,2009,R,6.6,65.0,1341716,2035566,98,"Biography, Comedy, Crime","A cop turns con man once he comes out of the closet. Once imprisoned, he meets the second love of his life, whom he'll stop at nothing to be with."
2338,The International,2009,R,6.5,52.0,1341716,25450527,118,"Action, Crime, Drama",An Interpol agent attempts to expose a high-profile financial institution's role in an international arms dealing ring.
2339,The Girl Who Played with Fire,2009,R,7.2,66.0,1341716,9081782,129,"Crime, Drama, Mystery","As computer hacker Lisbeth and journalist Mikael investigate a sex-trafficking ring, Lisbeth is accused of three murders, causing her to go on the run while Mikael works to clear her name."
2340,My Sister's Keeper,2009,PG-13,7.4,51.0,1341716,49200230,109,"Drama, Family",Anna Fitzgerald looks to earn medical emancipation from her parents who until now have relied on their youngest child to help their leukemia-stricken daughter Kate remain alive.
2341,The Box,2009,PG-13,5.6,47.0,1341716,15045676,115,"Drama, Mystery, Thriller","A small wooden box arrives on the doorstep of a married couple, who know that opening it will grant them a million dollars and kill someone they don't know."
2342,It's Complicated,2009,R,6.5,57.0,1341716,112735375,120,"Comedy, Drama, Romance","When attending their son's college graduation, a couple reignite the spark in their relationship. But the complicated fact is they're divorced and he's remarried."
2343,The Last House on the Left,2009,R,6.5,42.0,1341716,32752215,110,"Action, Crime, Drama","After kidnapping and brutally assaulting two young women, a gang unknowingly finds refuge at a vacation home belonging to the parents of one of the victims: a mother and father who devise an increasingly gruesome series of revenge tactics."
2344,Ghosts of Girlfriends Past,2009,PG-13,5.8,34.0,1341716,55250026,100,"Comedy, Fantasy, Romance","While attending his brother's wedding, a serial womanizer is haunted by the ghosts of his past girlfriends."
2345,Harry Brown,2009,R,7.2,55.0,1341716,1818681,103,"Action, Crime, Drama",An elderly ex-serviceman and widower looks to avenge his best friend's murder by doling out his own form of justice.
2346,Crazy Heart,2009,R,7.2,83.0,1341716,39462438,112,"Drama, Music, Romance",A faded country music musician is forced to reassess his dysfunctional life during a doomed romance that also inspires him.
2347,Dogtooth,2009,Not Rated,7.3,73.0,1341716,110248,97,"Drama, Thriller","Three teenagers live isolated, without leaving their house, because their over-protective parents say they can only leave when their dogtooth falls out."
2348,Case 39,2009,R,6.2,25.0,1341716,13248477,109,"Horror, Mystery, Thriller","A social worker fights to save a girl from her abusive parents, only to discover that the situation is more dangerous than she ever expected."
2349,The Uninvited,2009,PG-13,6.3,43.0,1341716,28573173,87,"Drama, Horror, Mystery","Anna returns home after a stint in a mental hospital, but her recovery is jeopardized by her cruel stepmother and ghastly visions of her dead mother."
2350,Confessions of a Shopaholic,2009,PG,5.9,38.0,1341716,44277350,104,"Comedy, Romance",A college grad lands a job as a financial journalist in New York City to support where she nurtures her shopping addiction and falls for a wealthy entrepreneur.
2351,Bad Lieutenant: Port of Call New Orleans,2009,R,6.6,69.0,1341716,1697956,122,"Crime, Drama",Terence McDonagh is a drug- and gambling-addled detective in post-Katrina New Orleans investigating the killing of five Senegalese immigrants.
2352,The Fourth Kind,2009,PG-13,5.9,34.0,1341716,25464480,98,"Horror, Mystery, Sci-Fi","A thriller involving an ongoing unsolved mystery in Alaska, where one town has seen an extraordinary number of unexplained disappearances during the past 40 years and there are accusations of a federal cover up."
2353,The Human Centipede (First Sequence),2009,R,4.4,33.0,1341716,181467,92,Horror,"A mad scientist kidnaps and mutilates a trio of tourists in order to reassemble them into a human centipede, created by stitching their mouths to each others' rectums."
2354,Youth in Revolt,2009,R,6.4,63.0,1341716,15281286,90,"Comedy, Drama, Romance","While his trailer trash parents teeter on the edge of divorce, Nick Twisp sets his sights on dream girl Sheeni Saunders, hoping that she'll be the one to take away his virginity."
2355,Enter the Void,2009,Not Rated,7.3,69.0,1341716,336467,161,"Drama, Fantasy","An American drug dealer living in Tokyo is betrayed by his best friend and killed in a drug deal. His soul, observing the repercussions of his death, seeks resurrection."
2356,Whatever Works,2009,PG-13,7.1,45.0,1341716,5306447,93,"Comedy, Romance","A middle-aged, misanthropic divorcée from New York City surprisingly enters a fulfilling, Pygmalion-type relationship with a much younger, unsophisticated Southern girl."
2357,Dragonball Evolution,2009,PG,2.5,45.0,1341716,9353573,85,"Action, Adventure, Fantasy","The young warrior Son Goku sets out on a quest, racing against time and the vengeful King Piccolo, to collect a set of seven magical orbs that will grant their wielder unlimited power."
2358,Chloe,2009,R,6.3,48.0,1341716,3074838,96,"Drama, Mystery, Romance","Suspecting her husband of infidelity, gynecologist Dr. Catherine Stewart hires an escort named Chloe in order to test his faithfulness. Soon, the relationships between all three intensify."
2359,Solomon Kane,2009,R,6.1,48.0,1341716,-1,104,"Action, Adventure, Fantasy","A ruthless mercenary renounces violence after learning his soul is bound for hell. When a young girl is kidnapped and her family slain by a sorcerer's murderous cult, he is forced to fight and seek his redemption slaying evil."
2360,[Rec]²,2009,R,6.5,52.0,1341716,27766,85,"Action, Adventure, Fantasy","In order to ascertain the current situation inside, a supposed medical officer and a GEO team step into the quarantined and ill-fated apartment building."
2361,The White Ribbon,2009,R,7.8,82.0,1341716,2222647,144,"Drama, History, Mystery","Strange events happen in a small village in the north of Germany during the years before World War I, which seem to be ritual punishment. Who is responsible?"
2362,Ninja Assassin,2009,R,6.3,34.0,1341716,38105077,99,"Action, Thriller","A young ninja turns his back on the orphanage that raised him, leading to a confrontation with a fellow ninja from the clan."
2363,The Girl Who Kicked the Hornet's Nest,2009,R,7.3,60.0,1341716,5188972,147,"Action, Crime, Drama","Lisbeth is recovering in a hospital and awaiting trial for three murders when she is released. Mikael must prove her innocence, but Lisbeth must be willing to share the details of her sordid experiences with the court."
2364,A Perfect Getaway,2009,R,6.5,63.0,1341716,15483540,98,"Drama, Mystery, Thriller",Two pairs of lovers on a Hawaiian vacation discover that psychopaths are stalking and murdering tourists on the islands.
2365,Land of the Lost,2009,PG-13,5.3,32.0,1341716,49438370,102,"Action, Adventure, Comedy","A space-time vortex sucks scientist Rick Marshall, his assistant Holly and a survivalist Will into a world populated by dinosaurs and painfully slow creatures called Sleestaks."
2366,Agora,2009,R,7.2,55.0,1341716,617840,127,"Adventure, Biography, Drama","A historical drama set in Roman Egypt, concerning a slave who turns to the rising tide of Christianity in the hope of pursuing freedom while falling in love with his mistress, the philosophy and mathematics professor Hypatia of Alexandria."
2367,Dead Snow,2009,Not Rated,6.3,61.0,1341716,41709,91,"Comedy, Horror","A ski vacation turns horrific for a group of medical students, as they find themselves confronted by an unimaginable menace: Nazi zombies."
2368,Whip It,2009,PG-13,6.9,68.0,1341716,13043363,111,"Drama, Sport","In Bodeen, Texas, an indie-rock loving misfit finds a way of dealing with small-town misery after discovering a roller derby league in nearby Austin."
2369,Celda 211,2009,Not Certified,7.6,-1.1,1341716,-1,113,"Action, Adventure, Crime","The story of two men on different sides of a prison riot -- the inmate leading the rebellion and the young guard trapped in the revolt, who poses as a prisoner in a desperate attempt to survive the ordeal."
2370,The Informant!,2009,R,6.4,66.0,1341716,33313582,108,"Biography, Comedy, Crime","The U.S. government decides to go after an agro-business giant with a price-fixing accusation, based on the evidence submitted by their star witness, vice president-turned-informant Mark Whitacre."
2371,The Boondock Saints II: All Saints Day,2009,R,6.3,24.0,1341716,10269307,118,"Action, Crime, Thriller","The MacManus brothers are living a quiet life in Ireland with their father, but when they learn that their beloved priest has been killed by mob forces, they go back to Boston to bring justice to those responsible and avenge the priest."
2372,Brooklyn's Finest,2009,R,6.7,43.0,1341716,27154426,132,"Action, Crime, Drama",Three unconnected Brooklyn cops wind up at the same deadly location after enduring vastly different career paths.
2373,Observe and Report,2009,R,5.8,54.0,1341716,23993605,86,"Comedy, Crime, Drama","Bi-polar mall security guard Ronnie Barnhardt is called into action to stop a flasher from turning shopper's paradise into his personal peep show. But when Barnhardt can't bring the culprit to justice, a surly police detective is recruited to close the case."
2374,Dorian Gray,2009,R,6.3,-1.1,1341716,-1,112,"Drama, Fantasy, Mystery","A corrupt young man somehow keeps his youthful beauty eternally, but a special painting gradually reveals his inner ugliness to all."
2375,The Haunting in Connecticut,2009,PG-13,5.9,33.0,1341716,55389516,92,"Drama, Horror, Mystery","After a family is forced to relocate for their son's health, they begin experiencing supernatural behavior in their new home, and uncover a sinister history."
2376,Fish Tank,2009,Not Rated,7.3,81.0,1341716,373060,123,Drama,Everything changes for 15-year-old Mia when her mum brings home a new boyfriend.
2377,Everybody's Fine,2009,PG-13,7.1,47.0,1341716,8855646,99,"Adventure, Drama",A widower who realized his only connection to his family was through his wife sets off on an impromptu road trip to reunite with each of his grown children.
2378,The Collector,2009,R,6.4,29.0,1341716,7706394,90,"Action, Crime, Horror","Desperate to repay his debt to his ex-wife, an ex-con plots a heist at his new employer's country home, unaware that a second criminal has also targeted the property, and rigged it with a series of deadly traps."
2379,The Young Victoria,2009,PG,7.3,64.0,1341716,11001272,105,"Biography, Drama, History","A dramatization of the turbulent first years of Queen Victoria's rule, and her enduring romance with Prince Albert."
2380,Fanboys,2009,PG-13,6.6,45.0,1341716,688529,90,"Adventure, Comedy, Crime",Star Wars fanatics take a cross-country trip to George Lucas' Skywalker Ranch so their dying friend can see a screening of Star Wars: Episode I - The Phantom Menace (1999) before its release.
2381,Valhalla Rising,2009,Not Rated,6.1,61.0,1341716,17546,93,"Action, Adventure, Drama","Forced for some time to be a fighting slave, a pagan warrior escapes his captors with a boy and joins a group of Crusaders on their quest to the Holy Land."
2382,Race to Witch Mountain,2009,PG,5.7,52.0,1341716,67172594,98,"Action, Adventure, Family",A Las Vegas cabbie enlists the help of a UFO expert to protect two siblings with paranormal powers from the clutches of an organization that wants to use the kids for their nefarious plans.
2383,In the Loop,2009,Not Rated,7.4,83.0,1341716,2384044,106,Comedy,A political satire about a group of skeptical American and British operatives attempting to prevent a war between two countries.
2384,My Bloody Valentine,2009,R,5.4,51.0,1341716,51545952,101,"Horror, Mystery, Thriller","Tom returns to his hometown on the tenth anniversary of the Valentine's night massacre that claimed the lives of 22 people. Instead of a homecoming, Tom finds himself suspected of committing the murders, and it seems like his old flame is the only one that believes he's innocent."
2385,Mother,2009,R,7.8,79.0,1341716,547292,129,"Crime, Drama, Mystery",A mother desperately searches for the killer who framed her son for a girl's horrific murder.
2386,Away We Go,2009,R,7.0,58.0,1341716,9451946,98,"Adventure, Comedy, Drama","A couple who is expecting their first child travel around the U.S. in order to find a perfect place to start their family. Along the way, they have misadventures and find fresh connections with an assortment of relatives and old friends who just might help them discover ""home"" on their own terms for the first time."
2387,The Soloist,2009,PG-13,6.7,61.0,1341716,31670931,117,"Biography, Drama, Music",A newspaper journalist discovers a homeless musical genius and tries to improve his situation.
